timestamp,zone_id,gas_ppm,temperature_c,pressure_kpa
2026-07-08 09:02:30,ZONE_C,49.8,36.9,100.66
2026-07-08 09:02:30,ZONE_D,13.8,27.1,101.25
2026-07-08 09:02:30,ZONE_E,41.9,30.9,100.59
2026-07-08 09:02:30,ZONE_F,28.8,32.8,101.69
2026-07-08 09:03:00,ZONE_A,94.5,38.4,101.66
2026-07-08 09:03:00,ZONE_B,15.5,35.2,100.73
2026-07-08 09:03:00,ZONE_C,35.5,30.1,101.85
2026-07-08 09:03:00,ZONE_D,19.0,28.7,100.61
2026-07-08 09:03:00,ZONE_E,16.9,35.7,101.45
2026-07-08 09:03:00,ZONE_F,24.7,30.4,102.48
2026-07-08 09:03:30,ZONE_A,98.5,37.6,102.02
2026-07-08 09:03:30,ZONE_B,39.4,36.9,100.26
2026-07-08 09:03:30,ZONE_C,31.4,35.0,102.1
2026-07-08 09:03:30,ZONE_D,51.1,26.4,100.73
2026-07-08 09:03:30,ZONE_E,15.4,28.1,102.43
2026-07-08 09:03:30,ZONE_F,36.2,36.2,100.93
2026-07-08 09:04:00,ZONE_A,106.2,38.5,100.65
2026-07-08 09:04:00,ZONE_B,45.0,36.4,100.26
2026-07-08 09:04:00,ZONE_C,36.8,32.8,100.54
2026-07-08 09:04:00,ZONE_D,26.6,27.6,100.51
2026-07-08 09:04:00,ZONE_E,21.5,32.6,101.63
2026-07-08 09:04:00,ZONE_F,19.2,26.1,100.82
2026-07-08 09:04:30,ZONE_A,110.6,38.4,100.78
2026-07-08 09:04:30,ZONE_B,19.2,34.7,101.37
2026-07-08 09:04:30,ZONE_C,12.8,27.1,100.99
2026-07-08 09:04:30,ZONE_D,34.8,33.0,100.23
2026-07-08 09:04:30,ZONE_E,17.4,33.6,101.02
2026-07-08 09:04:30,ZONE_F,22.7,29.4,102.38
2026-07-08 09:05:00,ZONE_A,113.9,39.6,100.89
2026-07-08 09:05:00,ZONE_B,28.7,35.5,102.49
2026-07-08 09:05:00,ZONE_C,26.4,28.2,101.82
2026-07-08 09:05:00,ZONE_D,19.2,26.1,102.25
2026-07-08 09:05:00,ZONE_E,29.1,35.0,101.02
2026-07-08 09:05:00,ZONE_F,49.7,31.1,100.41
2026-07-08 09:05:30,ZONE_A,117.6,40.1,101.6
2026-07-08 09:05:30,ZONE_B,50.9,27.0,101.56
2026-07-08 09:05:30,ZONE_C,26.7,31.5,100.36
2026-07-08 09:05:30,ZONE_D,22.7,31.7,102.31
2026-07-08 09:05:30,ZONE_E,14.9,31.4,102.01
2026-07-08 09:05:30,ZONE_F,53.5,28.2,100.32
2026-07-08 09:06:00,ZONE_A,128.7,41.4,101.21
2026-07-08 09:06:00,ZONE_B,12.4,36.2,100.97
2026-07-08 09:06:00,ZONE_C,50.7,32.8,102.06
2026-07-08 09:06:00,ZONE_D,17.2,34.6,100.56
2026-07-08 09:06:00,ZONE_E,28.2,35.3,102.07
2026-07-08 09:06:00,ZONE_F,18.2,28.4,101.0
2026-07-08 09:06:30,ZONE_A,131.6,40.6,100.31
2026-07-08 09:06:30,ZONE_B,21.1,34.0,102.24
2026-07-08 09:06:30,ZONE_C,11.8,32.2,101.89
2026-07-08 09:06:30,ZONE_D,11.7,35.2,100.29
2026-07-08 09:06:30,ZONE_E,37.0,32.1,101.57
2026-07-08 09:06:30,ZONE_F,23.8,30.6,101.46
2026-07-08 09:07:00,ZONE_A,136.6,41.6,101.12
2026-07-08 09:07:00,ZONE_B,29.7,26.3,101.55
2026-07-08 09:07:00,ZONE_C,32.0,28.6,101.91
2026-07-08 09:07:00,ZONE_D,45.1,31.0,100.45
2026-07-08 09:07:00,ZONE_E,31.3,27.2,100.32
2026-07-08 09:07:00,ZONE_F,29.4,27.0,101.1
2026-07-08 09:07:30,ZONE_A,142.6,40.8,101.59
2026-07-08 09:07:30,ZONE_B,13.7,34.1,101.94
2026-07-08 09:07:30,ZONE_C,33.0,26.6,101.26
2026-07-08 09:07:30,ZONE_D,27.0,36.5,100.34
2026-07-08 09:07:30,ZONE_E,48.6,37.0,101.83
2026-07-08 09:07:30,ZONE_F,46.7,28.1,102.45
2026-07-08 09:08:00,ZONE_A,148.0,43.1,102.29
2026-07-08 09:08:00,ZONE_B,17.4,34.7,102.33
2026-07-08 09:08:00,ZONE_C,12.9,29.9,101.89
2026-07-08 09:08:00,ZONE_D,17.1,35.9,100.69
2026-07-08 09:08:00,ZONE_E,46.7,27.6,101.26
2026-07-08 09:08:00,ZONE_F,51.4,28.3,100.66
2026-07-08 09:08:30,ZONE_A,153.5,42.3,100.09
2026-07-08 09:08:30,ZONE_B,18.2,27.8,102.34
2026-07-08 09:08:30,ZONE_C,40.6,35.8,100.42
2026-07-08 09:08:30,ZONE_D,45.3,27.3,101.33
2026-07-08 09:08:30,ZONE_E,38.6,30.0,102.18
2026-07-08 09:08:30,ZONE_F,35.0,32.4,102.21
2026-07-08 09:09:00,ZONE_A,156.6,44.1,101.57
2026-07-08 09:09:00,ZONE_B,27.7,34.8,100.66
2026-07-08 09:09:00,ZONE_C,54.6,32.4,100.9
2026-07-08 09:09:00,ZONE_D,44.4,30.9,100.44
2026-07-08 09:09:00,ZONE_E,43.5,26.5,102.05
2026-07-08 09:09:00,ZONE_F,21.4,33.0,102.46
2026-07-08 09:09:30,ZONE_A,165.0,43.9,100.78
2026-07-08 09:09:30,ZONE_B,10.1,26.4,100.37
2026-07-08 09:09:30,ZONE_C,37.7,30.8,101.28
2026-07-08 09:09:30,ZONE_D,50.3,27.5,100.57
2026-07-08 09:09:30,ZONE_E,39.4,26.2,100.01
2026-07-08 09:09:30,ZONE_F,26.0,27.2,100.89
2026-07-08 09:10:00,ZONE_A,168.3,44.2,101.47
2026-07-08 09:10:00,ZONE_B,19.2,32.9,101.19
2026-07-08 09:10:00,ZONE_C,16.1,36.3,100.61
2026-07-08 09:10:00,ZONE_D,16.7,27.1,101.6
2026-07-08 09:10:00,ZONE_E,49.2,34.6,101.0
2026-07-08 09:10:00,ZONE_F,21.9,26.1,101.61
2026-07-08 09:10:30,ZONE_A,175.9,44.2,101.61
2026-07-08 09:10:30,ZONE_B,30.0,36.3,101.83
2026-07-08 09:10:30,ZONE_C,21.2,35.9,100.11
2026-07-08 09:10:30,ZONE_D,33.9,30.5,100.59
2026-07-08 09:10:30,ZONE_E,12.6,34.6,100.03
2026-07-08 09:10:30,ZONE_F,34.8,36.4,100.36
2026-07-08 09:11:00,ZONE_A,179.2,45.1,101.27
2026-07-08 09:11:00,ZONE_B,38.9,34.9,100.44
2026-07-08 09:11:00,ZONE_C,23.9,29.3,100.12
2026-07-08 09:11:00,ZONE_D,50.0,34.6,101.79
2026-07-08 09:11:00,ZONE_E,10.3,35.3,101.86
2026-07-08 09:11:00,ZONE_F,30.9,34.2,101.13
2026-07-08 09:11:30,ZONE_A,184.9,44.6,100.58
2026-07-08 09:11:30,ZONE_B,11.7,29.7,101.87
2026-07-08 09:11:30,ZONE_C,41.3,35.3,101.78
2026-07-08 09:11:30,ZONE_D,22.0,32.1,101.09
2026-07-08 09:11:30,ZONE_E,45.5,31.8,100.66
2026-07-08 09:11:30,ZONE_F,38.9,36.6,100.54
2026-07-08 09:12:00,ZONE_A,194.3,44.8,100.65
2026-07-08 09:12:00,ZONE_B,20.6,34.2,102.36
2026-07-08 09:12:00,ZONE_C,43.6,29.6,102.2
2026-07-08 09:12:00,ZONE_D,24.8,28.6,102.27
2026-07-08 09:12:00,ZONE_E,38.4,33.6,101.66
2026-07-08 09:12:00,ZONE_F,54.1,31.2,102.1
2026-07-08 09:12:30,ZONE_A,198.7,47.0,101.09
2026-07-08 09:12:30,ZONE_B,42.6,32.3,100.77
2026-07-08 09:12:30,ZONE_C,19.5,32.8,100.19
2026-07-08 09:12:30,ZONE_D,51.0,27.6,100.07
2026-07-08 09:12:30,ZONE_E,14.8,36.2,100.86
2026-07-08 09:12:30,ZONE_F,16.4,26.3,100.1
2026-07-08 09:13:00,ZONE_A,204.2,47.0,101.74
2026-07-08 09:13:00,ZONE_B,43.2,26.7,101.48
2026-07-08 09:13:00,ZONE_C,26.4,35.0,102.05
2026-07-08 09:13:00,ZONE_D,50.1,26.7,102.17
2026-07-08 09:13:00,ZONE_E,51.1,36.4,100.27
2026-07-08 09:13:00,ZONE_F,19.3,27.2,100.09
2026-07-08 09:13:30,ZONE_A,210.6,47.8,101.59
2026-07-08 09:13:30,ZONE_B,47.1,32.9,100.72
2026-07-08 09:13:30,ZONE_C,14.5,27.1,101.89
2026-07-08 09:13:30,ZONE_D,19.2,29.5,101.06
2026-07-08 09:13:30,ZONE_E,10.9,28.8,100.71
2026-07-08 09:13:30,ZONE_F,42.2,30.0,100.8
2026-07-08 09:14:00,ZONE_A,216.8,47.6,102.13
2026-07-08 09:14:00,ZONE_B,37.8,26.3,101.03
2026-07-08 09:14:00,ZONE_C,29.6,34.5,100.87
2026-07-08 09:14:00,ZONE_D,41.7,31.9,100.54
2026-07-08 09:14:00,ZONE_E,48.8,27.0,102.05
2026-07-08 09:14:00,ZONE_F,17.7,26.0,100.51
2026-07-08 09:14:30,ZONE_A,221.1,49.0,100.01
2026-07-08 09:14:30,ZONE_B,32.1,31.4,101.99
2026-07-08 09:14:30,ZONE_C,18.3,31.4,100.87
2026-07-08 09:14:30,ZONE_D,47.4,28.9,102.36
2026-07-08 09:14:30,ZONE_E,22.8,28.4,101.75
2026-07-08 09:14:30,ZONE_F,32.4,27.2,101.59
2026-07-08 09:15:00,ZONE_A,222.5,49.1,101.74
2026-07-08 09:15:00,ZONE_B,45.4,32.9,100.89
2026-07-08 09:15:00,ZONE_C,28.1,30.3,102.23
2026-07-08 09:15:00,ZONE_D,13.9,35.8,100.06
2026-07-08 09:15:00,ZONE_E,19.3,28.9,102.25
2026-07-08 09:15:00,ZONE_F,32.6,30.2,102.21
2026-07-08 09:15:30,ZONE_A,228.9,48.9,101.33
2026-07-08 09:15:30,ZONE_B,44.0,34.3,101.62
2026-07-08 09:15:30,ZONE_C,25.7,29.6,100.39
2026-07-08 09:15:30,ZONE_D,47.9,33.3,101.85
2026-07-08 09:15:30,ZONE_E,17.6,30.8,101.93
2026-07-08 09:15:30,ZONE_F,36.1,27.4,101.16
2026-07-08 09:16:00,ZONE_A,238.3,48.9,100.48
2026-07-08 09:16:00,ZONE_B,23.6,33.7,102.11
2026-07-08 09:16:00,ZONE_C,17.0,27.7,100.62
2026-07-08 09:16:00,ZONE_D,24.7,31.7,100.4
2026-07-08 09:16:00,ZONE_E,24.8,28.1,102.44
2026-07-08 09:16:00,ZONE_F,42.8,27.1,102.41
2026-07-08 09:16:30,ZONE_A,239.1,49.6,102.46
2026-07-08 09:16:30,ZONE_B,45.8,34.1,101.09
2026-07-08 09:16:30,ZONE_C,18.8,33.0,100.27
2026-07-08 09:16:30,ZONE_D,19.3,30.3,100.08
2026-07-08 09:16:30,ZONE_E,28.0,34.7,101.73
2026-07-08 09:16:30,ZONE_F,32.5,33.0,101.16
2026-07-08 09:17:00,ZONE_A,244.9,50.5,101.01
2026-07-08 09:17:00,ZONE_B,43.3,36.0,101.08
2026-07-08 09:17:00,ZONE_C,35.8,34.2,101.05
2026-07-08 09:17:00,ZONE_D,20.3,33.9,102.2
2026-07-08 09:17:00,ZONE_E,44.8,33.7,102.13
2026-07-08 09:17:00,ZONE_F,40.6,33.1,101.13
2026-07-08 09:17:30,ZONE_A,251.4,51.0,100.24
2026-07-08 09:17:30,ZONE_B,28.9,34.6,101.78
2026-07-08 09:17:30,ZONE_C,38.3,28.8,101.06
2026-07-08 09:17:30,ZONE_D,30.5,32.8,101.02
2026-07-08 09:17:30,ZONE_E,40.4,36.2,100.46
2026-07-08 09:17:30,ZONE_F,39.5,34.6,100.97
2026-07-08 09:18:00,ZONE_A,257.9,52.1,100.1
2026-07-08 09:18:00,ZONE_B,34.5,27.8,101.95
2026-07-08 09:18:00,ZONE_C,52.3,31.7,100.25
2026-07-08 09:18:00,ZONE_D,35.9,32.0,101.79
2026-07-08 09:18:00,ZONE_E,33.0,33.0,102.07
2026-07-08 09:18:00,ZONE_F,33.5,30.5,102.37
2026-07-08 09:18:30,ZONE_A,261.8,52.0,100.98
2026-07-08 09:18:30,ZONE_B,44.3,27.3,102.46
2026-07-08 09:18:30,ZONE_C,26.0,26.6,100.69
2026-07-08 09:18:30,ZONE_D,28.0,26.1,101.05
2026-07-08 09:18:30,ZONE_E,28.9,33.7,100.88
2026-07-08 09:18:30,ZONE_F,21.9,28.5,101.85
2026-07-08 09:19:00,ZONE_A,271.6,52.2,100.55
2026-07-08 09:19:00,ZONE_B,46.1,30.3,100.53
2026-07-08 09:19:00,ZONE_C,15.8,34.5,102.02
2026-07-08 09:19:00,ZONE_D,38.5,31.2,101.41
2026-07-08 09:19:00,ZONE_E,20.2,36.6,100.88
2026-07-08 09:19:00,ZONE_F,38.7,35.0,102.04
2026-07-08 09:19:30,ZONE_A,274.3,52.1,101.37
2026-07-08 09:19:30,ZONE_B,15.6,35.2,100.89
2026-07-08 09:19:30,ZONE_C,48.3,28.9,100.94
2026-07-08 09:19:30,ZONE_D,21.4,30.7,100.46
2026-07-08 09:19:30,ZONE_E,10.1,33.9,100.7
2026-07-08 09:19:30,ZONE_F,21.0,29.3,101.2
