timestamp,zone_id,gas_ppm,temperature_c,pressure_kpa
2026-07-04 09:09:00,zone_d,36.3,31.5,101.71
2026-07-04 09:09:30,zone_a,17.1,36.6,100.16
2026-07-04 09:09:30,zone_b,18.4,32.5,101.35
2026-07-04 09:09:30,zone_c,20.6,27.3,101.78
2026-07-04 09:09:30,zone_d,21.1,32.5,101.24
2026-07-04 09:10:00,zone_a,28.9,32.4,101.05
2026-07-04 09:10:00,zone_b,52.1,28.2,101.43
2026-07-04 09:10:00,zone_c,20.7,30.4,101.34
2026-07-04 09:10:00,zone_d,23.5,29.5,101.5
2026-07-04 09:10:30,zone_a,13.3,31.0,102.0
2026-07-04 09:10:30,zone_b,54.8,26.8,100.43
2026-07-04 09:10:30,zone_c,21.9,36.3,101.76
2026-07-04 09:10:30,zone_d,49.6,30.1,100.32
2026-07-04 09:11:00,zone_a,47.5,33.7,101.22
2026-07-04 09:11:00,zone_b,54.4,33.2,100.02
2026-07-04 09:11:00,zone_c,46.8,29.3,101.33
2026-07-04 09:11:00,zone_d,52.3,27.5,100.23
2026-07-04 09:11:30,zone_a,14.8,32.1,100.54
2026-07-04 09:11:30,zone_b,37.2,33.9,100.41
2026-07-04 09:11:30,zone_c,38.5,28.9,100.98
2026-07-04 09:11:30,zone_d,50.7,35.3,100.18
2026-07-04 09:12:00,zone_a,29.1,29.0,100.01
2026-07-04 09:12:00,zone_b,44.7,33.0,100.52
2026-07-04 09:12:00,zone_c,43.4,32.1,100.86
2026-07-04 09:12:00,zone_d,10.4,26.8,101.77
2026-07-04 09:12:30,zone_a,50.7,32.0,101.67
2026-07-04 09:12:30,zone_b,36.2,27.6,100.25
2026-07-04 09:12:30,zone_c,23.9,35.9,101.59
2026-07-04 09:12:30,zone_d,48.7,35.9,100.42
2026-07-04 09:13:00,zone_a,21.2,27.1,101.56
2026-07-04 09:13:00,zone_b,49.8,30.5,101.24
2026-07-04 09:13:00,zone_c,17.0,36.2,101.73
2026-07-04 09:13:00,zone_d,53.9,34.9,101.76
2026-07-04 09:13:30,zone_a,11.1,34.1,100.66
2026-07-04 09:13:30,zone_b,51.9,34.8,101.73
2026-07-04 09:13:30,zone_c,46.5,28.9,101.57
2026-07-04 09:13:30,zone_d,14.9,35.6,101.72
2026-07-04 09:14:00,zone_a,20.0,35.0,100.92
2026-07-04 09:14:00,zone_b,23.7,34.7,100.46
2026-07-04 09:14:00,zone_c,11.1,28.1,100.66
2026-07-04 09:14:00,zone_d,48.9,36.6,100.56
2026-07-04 09:14:30,zone_a,38.9,30.4,101.96
2026-07-04 09:14:30,zone_b,34.1,36.3,100.23
2026-07-04 09:14:30,zone_c,53.7,28.0,101.93
2026-07-04 09:14:30,zone_d,21.9,27.2,100.87
2026-07-04 09:15:00,zone_a,42.8,29.5,101.21
2026-07-04 09:15:00,zone_b,33.0,30.2,101.15
2026-07-04 09:15:00,zone_c,21.5,33.8,100.0
2026-07-04 09:15:00,zone_d,51.7,31.9,101.44
2026-07-04 09:15:30,zone_a,43.4,33.4,100.73
2026-07-04 09:15:30,zone_b,13.1,33.3,100.66
2026-07-04 09:15:30,zone_c,24.1,35.3,101.44
2026-07-04 09:15:30,zone_d,23.5,29.4,100.82
2026-07-04 09:16:00,zone_a,28.1,29.3,100.25
2026-07-04 09:16:00,zone_b,28.9,36.3,101.35
2026-07-04 09:16:00,zone_c,50.6,32.8,100.6
2026-07-04 09:16:00,zone_d,34.7,26.0,100.57
2026-07-04 09:16:30,zone_a,29.3,32.4,101.31
2026-07-04 09:16:30,zone_b,30.9,30.9,100.43
2026-07-04 09:16:30,zone_c,31.3,35.9,101.59
2026-07-04 09:16:30,zone_d,17.6,26.9,101.03
2026-07-04 09:17:00,zone_a,38.5,29.7,101.64
2026-07-04 09:17:00,zone_b,43.8,33.4,100.45
2026-07-04 09:17:00,zone_c,19.0,26.3,100.49
2026-07-04 09:17:00,zone_d,31.4,35.3,100.15
2026-07-04 09:17:30,zone_a,28.6,32.9,100.39
2026-07-04 09:17:30,zone_b,41.3,31.4,100.49
2026-07-04 09:17:30,zone_c,39.5,26.1,101.5
2026-07-04 09:17:30,zone_d,44.7,27.2,100.85
2026-07-04 09:18:00,zone_a,17.9,36.5,101.04
2026-07-04 09:18:00,zone_b,12.3,28.7,101.7
2026-07-04 09:18:00,zone_c,30.5,34.8,101.34
2026-07-04 09:18:00,zone_d,54.5,32.5,101.9
2026-07-04 09:18:30,zone_a,50.1,32.7,101.44
2026-07-04 09:18:30,zone_b,32.7,35.1,101.1
2026-07-04 09:18:30,zone_c,50.4,34.2,100.95
2026-07-04 09:18:30,zone_d,21.7,28.7,101.28
2026-07-04 09:19:00,zone_a,44.5,31.7,101.25
2026-07-04 09:19:00,zone_b,22.4,26.9,100.57
2026-07-04 09:19:00,zone_c,22.2,29.5,101.08
2026-07-04 09:19:00,zone_d,16.2,28.5,101.39
2026-07-04 09:19:30,zone_a,41.8,26.7,100.82
2026-07-04 09:19:30,zone_b,34.4,30.6,100.41
2026-07-04 09:19:30,zone_c,28.9,36.0,101.17
2026-07-04 09:19:30,zone_d,41.3,35.4,101.53
